id,name,account,card,features,news
209,Viviane Ramos,"{'id': 214, 'number': '80001-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 202, 'number': '**** **** **** 8112', 'limit': 1000.0}",[],"[{'id': 622, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 623, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
210,Viviane Cruz,"{'id': 215, 'number': '80001-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 203, 'number': '**** **** **** 8113', 'limit': 1000.0}",[],"[{'id': 624, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 625, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
211,Stephanny,"{'id': 216, 'number': '078501-1', 'agency': '972888-0', 'balance': 0.0, 'limit': 50000.0}","{'id': 204, 'number': '****** ***** ***', 'limit': 10000.0}",[],"[{'id': 626, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 627, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
212,Berry,"{'id': 217, 'number': '078501-2', 'agency': '972888-2', 'balance': 0.0, 'limit': 50002.0}","{'id': 205, 'number': '****** ** ***', 'limit': 2000.0}",[],"[{'id': 628, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 629, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
213,Jeni,"{'id': 218, 'number': '078501-3', 'agency': '972888-3', 'balance': 0.0, 'limit': 50003.0}","{'id': 206, 'number': '****** ** *', 'limit': 3000.0}",[],"[{'id': 630, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 631, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
214,Chico,"{'id': 219, 'number': '90000-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 207, 'number': '**** **** **** 9000', 'limit': 1000.0}",[],"[{'id': 632, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 633, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
215,Tico,"{'id': 220, 'number': '90002-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 208, 'number': '**** **** **** 9002', 'limit': 1000.0}",[],"[{'id': 634, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 635, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
216,Teco,"{'id': 221, 'number': '90003-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 209, 'number': '**** **** **** 9003', 'limit': 1000.0}",[],"[{'id': 636, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 637, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
217,Pyterson,"{'id': 222, 'number': '1000-1', 'agency': '002', 'balance': 0.0, 'limit': 500.0}","{'id': 210, 'number': '**** **** **** 2122', 'limit': 1000.0}",[],"[{'id': 638, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 639, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
218,Pyter,"{'id': 223, 'number': '2001-2', 'agency': '002', 'balance': 0.0, 'limit': 1500.0}","{'id': 211, 'number': '**** **** **** 3522', 'limit': 2000.0}",[],"[{'id': 640, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 641, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
219,Pepe,"{'id': 224, 'number': '3002-3', 'agency': '002', 'balance': 0.0, 'limit': 2000.0}","{'id': 212, 'number': '**** **** **** 2422', 'limit': 3000.0}",[],"[{'id': 642, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 643, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
220,Taisoo,"{'id': 225, 'number': '545454', 'agency': '2323', 'balance': 0.0, 'limit': 0.0}","{'id': 213, 'number': '2132 1231 4455 4794', 'limit': 0.0}",[],"[{'id': 644, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 645, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
221,Eu,"{'id': 226, 'number': '00001-7', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 214, 'number': '**** **** **** 7171', 'limit': 500.0}","[{'id': 60, 'icon': 'string', 'description': 'string'}]","[{'id': 123, 'icon': 'string', 'description': 'string'}, {'id': 646, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 647, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
222,Eu Mesmo,"{'id': 227, 'number': '00007-7', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 215, 'number': '**** **** **** 1722', 'limit': 500.0}","[{'id': 61, 'icon': 'string', 'description': 'string'}]","[{'id': 124, 'icon': 'string', 'description': 'string'}, {'id': 648, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 649, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
223,Mesmo Eu,"{'id': 228, 'number': '00002-7', 'agency': '0001', 'balance': 0.0, 'limit': 1500.0}","{'id': 216, 'number': '**** **** **** 2217', 'limit': 1500.0}","[{'id': 62, 'icon': 'string', 'description': 'string'}]","[{'id': 125, 'icon': 'string', 'description': 'string'}, {'id': 650, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 651, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
224,Eu,"{'id': 229, 'number': '00007-2', 'agency': '0001', 'balance': 0.0, 'limit': 150000.0}","{'id': 217, 'number': '**** **** **** 7272', 'limit': 50000.0}","[{'id': 63, 'icon': 'string', 'description': 'string'}]","[{'id': 126, 'icon': 'string', 'description': 'string'}, {'id': 652, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 653, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
225,Mateus,"{'id': 230, 'number': '00007-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 218, 'number': '**** **** **** 2610', 'limit': 1000.0}","[{'id': 64, 'icon': 'string', 'description': 'string'}]","[{'id': 161, 'icon': 'string', 'description': 'string'}, {'id': 175, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e conquiste seu futuro, Mateus!'}, {'id': 177, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e garanta seu futuro, Mateus!'}, {'id': 179, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e conquiste seu futuro, Mateus!'}, {'id': 654, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 655, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
226,Leticia,"{'id': 231, 'number': '00045-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 219, 'number': '**** **** **** 1975', 'limit': 1000.0}","[{'id': 65, 'icon': 'string', 'description': 'string'}]","[{'id': 162, 'icon': 'string', 'description': 'string'}, {'id': 176, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Seu futuro financeiro está esperando por você, Leticia. Invista no Santander.'}, {'id': 178, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Letícia, invista no Santander e garanta seu futuro financeiro! 💰'}, {'id': 656, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 657, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
227,Felipe,"{'id': 232, 'number': '00066-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 220, 'number': '**** **** **** 1991', 'limit': 1000.0}","[{'id': 66, 'icon': 'string', 'description': 'string'}]","[{'id': 163, 'icon': 'string', 'description': 'string'}, {'id': 658, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 659, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
228,Sarah,"{'id': 233, 'number': '00075-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 221, 'number': '**** **** **** 1947', 'limit': 1000.0}","[{'id': 67, 'icon': 'string', 'description': 'string'}]","[{'id': 164, 'icon': 'string', 'description': 'string'}, {'id': 180, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sarah, invista no Santander e garanta seu futuro!'}, {'id': 660, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 661, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
229,chinelisson,"{'id': 234, 'number': '87253-3', 'agency': '0001', 'balance': 0.0, 'limit': 200.0}","{'id': 222, 'number': '**** **** **** 3322', 'limit': 200.0}",[],"[{'id': 662, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 663, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
230,lierlex,"{'id': 235, 'number': '82343-3', 'agency': '0001', 'balance': 0.0, 'limit': 2200.0}","{'id': 223, 'number': '**** **** **** 9124', 'limit': 2200.0}",[],"[{'id': 664, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 665, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
231,mangex,"{'id': 236, 'number': '83453-3', 'agency': '0001', 'balance': 0.0, 'limit': 2240.0}","{'id': 224, 'number': '**** **** **** 8124', 'limit': 2200.0}",[],"[{'id': 666, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 667, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
232,Pytesterson,"{'id': 237, 'number': '00034-2', 'agency': '0123', 'balance': 0.0, 'limit': 5000.0}","{'id': 225, 'number': '**** **** **** 3342', 'limit': 1500.0}","[{'id': 68, 'icon': 'string', 'description': 'string'}]","[{'id': 173, 'icon': 'string', 'description': 'string'}, {'id': 668, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 669, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
233,liroulip,"{'id': 238, 'number': '83413-3', 'agency': '0001', 'balance': 0.0, 'limit': 2240.0}","{'id': 226, 'number': '**** **** **** 7298', 'limit': 2200.0}",[],"[{'id': 670, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 671, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
234,Luiz,"{'id': 239, 'number': '1234-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 227, 'number': '1234 5678 9123 4567', 'limit': 111.0}",[],"[{'id': 672, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 673, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
235,Fillipe,"{'id': 240, 'number': '1234-2', 'agency': '0001', 'balance': 0.0, 'limit': 120.0}","{'id': 228, 'number': '9876 5432 1987 6543', 'limit': 2222.0}",[],"[{'id': 674, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 675, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
236,Oliveira,"{'id': 241, 'number': '1234-3', 'agency': '0001', 'balance': 0.0, 'limit': 9990.0}","{'id': 229, 'number': '5432 1987 6543 9876', 'limit': 1234.0}",[],"[{'id': 676, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 677, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
237,Nielete,"{'id': 242, 'number': '0006-9', 'agency': '17302', 'balance': 0.0, 'limit': 15000.0}","{'id': 230, 'number': '**** **** **** 0609', 'limit': 0.0}","[{'id': 69, 'icon': 'string', 'description': 'string'}]","[{'id': 182, 'icon': 'string', 'description': 'string'}, {'id': 678, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 679, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
238,Lorenzovski,"{'id': 243, 'number': '00021-4', 'agency': '17302', 'balance': 0.0, 'limit': 1000.0}","{'id': 231, 'number': '**** **** **** 0421', 'limit': 2000.0}",[],"[{'id': 680, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 681, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
239,Pietrovski,"{'id': 244, 'number': '00231-2', 'agency': '17302', 'balance': 0.0, 'limit': 1000.0}","{'id': 232, 'number': '**** **** **** 2312', 'limit': 2000.0}",[],"[{'id': 682, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 683, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
240,Jonnyski,"{'id': 245, 'number': '23231-2', 'agency': '17302', 'balance': 0.0, 'limit': 58000.0}","{'id': 233, 'number': '**** **** **** 2380', 'limit': 29000.0}",[],"[{'id': 684, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 685, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
241,Leonardo,"{'id': 246, 'number': '000-0001', 'agency': '1001', 'balance': 0.0, 'limit': 1000.0}","{'id': 234, 'number': '3123 2131 2131', 'limit': 0.0}","[{'id': 70, 'icon': 'string', 'description': 'string'}]","[{'id': 183, 'icon': 'string', 'description': 'string'}, {'id': 191, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leonardo, invista hoje para colher os frutos amanhã!'}, {'id': 194, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leonardo, seus investimentos são cruciais para garantir um futuro financeiramente estável.'}, {'id': 201, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Leonardo! Invista conosco, mesmo com limite de até R$2000. Aproveite oportunidades financeiras e faça seu dinheiro render! Santander.'}, {'id': 204, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Leonardo! Invista conosco mesmo com limite de R$2000. Aproveite todas as oportunidades! #SantanderInvestimentos'}, {'id': 207, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Leonardo! Invista com o Santander mesmo com limite de R$2000. Conte conosco para fazer seu dinheiro render!'}, {'id': 686, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 687, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
242,Patricia,"{'id': 247, 'number': '000-0002', 'agency': '1002', 'balance': 0.0, 'limit': 5000.0}","{'id': 235, 'number': '3143 2141 2131', 'limit': 0.0}","[{'id': 71, 'icon': 'string', 'description': 'string'}]","[{'id': 184, 'icon': 'string', 'description': 'string'}, {'id': 192, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Patricia, invista em seu futuro financeiro. O Santander está aqui para te ajudar a alcançar seus objetivos. #invistaemsucesso'}, {'id': 195, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Patricia! Invista no seu futuro!'}, {'id': 202, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Patricia, invista conosco e aproveite nossas soluções financeiras para limites acima de R$2000 e até 10000. Santander.'}, {'id': 205, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Patricia! Invista conosco! Temos opções para pessoas com limites entre R$2000 e R$10000. Venha conferir! 🚀💰 #InvestimentosSantander'}, {'id': 208, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Patricia! Invista conosco! Temos opções para quem tem limite acima de R$2000 e abaixo de R$10000. Vem conferir! #SantanderInvestimentos'}, {'id': 688, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 689, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
243,Maria,"{'id': 248, 'number': '000-0005', 'agency': '1003', 'balance': 0.0, 'limit': 10000.0}","{'id': 236, 'number': '3143 2241 2131', 'limit': 0.0}","[{'id': 72, 'icon': 'string', 'description': 'string'}]","[{'id': 185, 'icon': 'string', 'description': 'string'}, {'id': 690, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 691, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
244,Nilsa,"{'id': 249, 'number': '000-0006', 'agency': '1004', 'balance': 0.0, 'limit': 50000.0}","{'id': 237, 'number': '3143 2241 2134', 'limit': 0.0}","[{'id': 73, 'icon': 'string', 'description': 'string'}]","[{'id': 186, 'icon': 'string', 'description': 'string'}, {'id': 193, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Nilsa, descubra como os investimentos podem transformar seu futuro! Invista no Santander!'}, {'id': 196, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Nilsa, invista no seu futuro com o Santander. Descubra as vantagens dos nossos investimentos.'}, {'id': 203, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Nilsa! Invista agora com o Santander, para pessoas com limite acima de R$10.000. Não perca essa oportunidade! #InvestirSantander.'}, {'id': 206, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Nilsa! Invista com o Santander e aproveite nosso limite de R$10.000 para valorizar ainda mais seu dinheiro. #InvestimentosSantander'}, {'id': 209, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Nilsa! Invista conosco, oferecemos opções para quem tem limite acima de R$10.000. Santander. 😉'}, {'id': 692, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 693, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
245,Leonardo Junior,"{'id': 250, 'number': '000-0008', 'agency': '1004', 'balance': 0.0, 'limit': 20000.0}","{'id': 238, 'number': '1143 2241 2134', 'limit': 0.0}","[{'id': 74, 'icon': 'string', 'description': 'string'}]","[{'id': 187, 'icon': 'string', 'description': 'string'}, {'id': 694, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 695, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
246,Jumirinha,"{'id': 251, 'number': '00001-69', 'agency': '0069', 'balance': 0.0, 'limit': 69.0}","{'id': 239, 'number': '**** **** **** 0069', 'limit': 0.0}",[],"[{'id': 696, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 697, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 879, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro: segurança e crescimento financeiro.'}, {'id': 882, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã! 💰🌱'}]"
247,Mario Maciel,"{'id': 252, 'number': '00001-70', 'agency': '0070', 'balance': 0.0, 'limit': 6900.0}","{'id': 240, 'number': '**** **** **** 00070', 'limit': 0.0}",[],"[{'id': 698, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 699, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 880, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, conquiste amanhã! #InvistaSabedoria'}, {'id': 883, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro: cresça e conquiste seus objetivos financeiros com segurança.'}]"
248,Maria Macieira,"{'id': 253, 'number': '00001-71', 'agency': '0071', 'balance': 0.0, 'limit': 8900.0}","{'id': 241, 'number': '**** **** **** 00071', 'limit': 0.0}",[],"[{'id': 700, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 701, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 881, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, garanta seu futuro! #PlanejeSeuCaminho'}, {'id': 884, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro com inteligência e garanta seu futuro financeiro. Conte com nossa expertise para guiá-la.'}]"
249,Carlos,"{'id': 254, 'number': '00035-4', 'agency': 'string', 'balance': 0.0, 'limit': 1500.0}","{'id': 242, 'number': '1568 2658 4158 2785', 'limit': 1000.0}","[{'id': 75, 'icon': 'string', 'description': 'string'}]","[{'id': 188, 'icon': 'string', 'description': 'string'}, {'id': 702, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 703, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
250,Jorge,"{'id': 257, 'number': '84552-2', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 244, 'number': '**** **** **** 1158', 'limit': 1000.0}",[],"[{'id': 704, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 705, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
